adsh,cik,company_name,sic,form,fiscal_year,fiscal_period,filing_period,current_period,prior_period,period_gap_days,filed_date,revenue_tag,revenue_unit,revenue_current,revenue_prior,revenue_change,revenue_change_pct,net_income_tag,net_income_unit,net_income_current,net_income_prior,net_income_change,net_income_change_pct,net_margin_current_pct,net_margin_prior_pct,net_margin_change_pp,operating_income_tag,operating_income_unit,operating_income_current,operating_income_prior,operating_income_change,operating_income_change_pct,operating_margin_current_pct,operating_margin_prior_pct,operating_margin_change_pp,profitability_measure_coverage,trend_classification,classification_rule
0001531152-26-000007,0001531152,"BJ'S WHOLESALE CLUB HOLDINGS, INC.",5331,10-K,2025,FY,2026-01-31,2026-01-31,2025-01-31,365,2026-03-12,RevenueFromContractWithCustomerExcludingAssessedTax,USD,21457274000.0,20501804000.0,955470000.0,4.660419151407359,NetIncomeLoss,USD,578377000.0,534417000.0,43960000.0,8.225786230602694,2.6954821940568965,2.606682807034932,0.08879938702196465,OperatingIncomeLoss,USD,816604000.0,772206000.0,44398000.0,105.74950207587095,3.805721080879146,3.766527082202132,0.03919399867701387,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001537435-26-000013,0001537435,TECOGEN INC.,3585,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,27073710.0,22619536.0,4454174.0,19.691712509045278,NetIncomeLoss,USD,-8248755.0,-4760238.0,-3488517.0,-73.28450804350538,-30.46776743933506,-21.044808346201265,-9.422959093133793,OperatingIncomeLoss,USD,-8244830.0,-4534087.0,-3710743.0,-181.8410189306028,-30.45326998036102,-20.045004459861598,-10.408265520499421,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001549595-26-000016,0001549595,"NURIX THERAPEUTICS, INC.",2834,10-K,2025,FY,2025-11-30,2025-11-30,2024-11-30,365,2026-01-28,RevenueFromContractWithCustomerExcludingAssessedTax,USD,83980000.0,54549000.0,29431000.0,53.95332636711947,NetIncomeLoss,USD,-264457000.0,-193569000.0,-70888000.0,-36.62156646983763,-314.9047392236247,-354.85343452675573,39.94869530313112,OperatingIncomeLoss,USD,-285666000.0,-213027000.0,-72639000.0,-134.09849455702798,-340.15956180042866,-390.5241159324644,50.36455413203571,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001564408-26-000013,0001564408,SNAP INC,7370,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-05,RevenueFromContractWithCustomerExcludingAssessedTax,USD,5931447000.0,5361398000.0,570049000.0,10.632469367131483,NetIncomeLoss,USD,-460489000.0,-697856000.0,237367000.0,34.01375068782098,-7.763518750146465,-13.016306567801905,5.25278781765544,OperatingIncomeLoss,USD,-532167000.0,-787294000.0,255127000.0,-67.59444375290552,-8.971959118913142,-14.684490873462481,5.712531754549338,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001569345-26-000015,0001569345,"SPRINKLR, INC.",7372,10-K,2026,FY,2026-01-31,2026-01-31,2025-01-31,365,2026-03-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,857200000.0,796394000.0,60806000.0,7.635165508529697,NetIncomeLoss,USD,22905000.0,121609000.0,-98704000.0,-81.1650453502619,2.672071861875875,15.269954319093314,-12.597882457217437,OperatingIncomeLoss,USD,40239000.0,23970000.0,16269000.0,167.87234042553192,4.694237050863276,3.0098167489961,1.6844203018671757,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001581990-26-000012,0001581990,PLAINS GP HOLDINGS LP,4610,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-27,Revenues,USD,44262000000.0,48889000000.0,-4627000000.0,-9.464296672053019,NetIncomeLoss,USD,260000000.0,103000000.0,157000000.0,152.4271844660194,0.5874113234828973,0.21068133936059236,0.37672998412230496,OperatingIncomeLoss,USD,1428000000.0,862000000.0,566000000.0,165.66125290023203,3.226243730513759,1.7631778109595206,1.4630659195542381,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001585521-26-000030,0001585521,"ZOOM COMMUNICATIONS, INC.",7370,10-K,2026,FY,2026-01-31,2026-01-31,2025-01-31,365,2026-02-27,RevenueFromContractWithCustomerExcludingAssessedTax,USD,4868769000.0,4665433000.0,203336000.0,4.358352161524986,NetIncomeLoss,USD,1900148000.0,1010238000.0,889910000.0,88.08914335037882,39.027277736939254,21.65368144821713,17.37359628872212,OperatingIncomeLoss,USD,1123633000.0,813295000.0,310338000.0,138.15810991091794,23.078379771149546,17.432358368451546,5.646021402698001,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001609151-26-000016,0001609151,"WEAVE COMMUNICATIONS, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-05,Revenues,USD,239024000.0,204314000.0,34710000.0,16.98855682919428,NetIncomeLoss,USD,-28052000.0,-28346000.0,294000.0,1.0371833768432936,-11.73605997724078,-13.87374335581507,2.13768337857429,OperatingIncomeLoss,USD,-30610000.0,-31413000.0,803000.0,-97.44373348613631,-12.80624539795167,-15.374864179645057,2.5686187816933854,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001611647-26-000006,0001611647,"FRESHPET, INC.",2040,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-23,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1102015000.0,975177000.0,126838000.0,13.006664431175059,NetIncomeLoss,USD,139137000.0,46925000.0,92212000.0,196.50932338838572,12.625690212928136,4.811946959372504,7.813743253555633,OperatingIncomeLoss,USD,75672000.0,37999000.0,37673000.0,199.1420826863865,6.866694192002831,3.8966259458539323,2.970068246148899,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001617640-26-000015,0001617640,"ZILLOW GROUP, INC.",7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-11,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2583000000.0,2236000000.0,347000000.0,15.518783542039357,NetIncomeLoss,USD,23000000.0,-112000000.0,135000000.0,120.53571428571429,0.8904374758033294,-5.008944543828265,5.899382019631594,OperatingIncomeLoss,USD,-34000000.0,-197000000.0,163000000.0,-17.258883248730964,-1.316298877274487,-8.810375670840788,7.4940767935662995,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001625641-26-000044,0001625641,"CS DISCO, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-25,RevenueFromContractWithCustomerExcludingAssessedTax,USD,156849000.0,144841000.0,12008000.0,8.290470239780174,NetIncomeLoss,USD,-44372000.0,-55774000.0,11402000.0,20.443217269695555,-28.2896288787305,-38.50705256108422,10.217423682353722,OperatingIncomeLoss,USD,-48124000.0,-61723000.0,13599000.0,-77.96769437648851,-30.681738487334954,-42.61431500749097,11.932576520156019,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-007460,0001347178,VANDA PHARMACEUTICALS INC.,2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,RevenueFromContractWithCustomerExcludingAssessedTax,USD,216105000.0,198772000.0,17333000.0,8.720041052059646,NetIncomeLoss,USD,-220474000.0,-18900000.0,-201574000.0,-1066.5291005291006,-102.02170241317877,-9.508381462177772,-92.513320951001,OperatingIncomeLoss,USD,-151168000.0,-40660000.0,-110508000.0,-371.78553861288736,-69.95118113879828,-20.45559736783853,-49.49558377095974,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-007567,0000055785,KIMBERLY CLARK CORP,2670,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,Revenues,USD,16447000000.0,16805000000.0,-358000000.0,-2.130318357631657,NetIncomeLoss,USD,2021000000.0,2545000000.0,-524000000.0,-20.589390962671906,12.287955250197605,15.144302290984825,-2.8563470407872216,OperatingIncomeLoss,USD,2351000000.0,2700000000.0,-349000000.0,87.07407407407408,14.294400194564359,16.066646831300208,-1.7722466367358498,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-008011,0001114445,HYDRO ONE INC,4911,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,CAD,8993000000.0,8447000000.0,546000000.0,6.463833313602462,ProfitLoss,CAD,1364000000.0,1183000000.0,181000000.0,15.300084530853761,15.16735238518848,14.004972179472002,1.162380205716476,OperatingIncomeLoss,CAD,2248000000.0,1988000000.0,260000000.0,113.0784708249497,24.997220060046704,23.534982834142298,1.4622372259044059,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-009038,0001782170,"REMITLY GLOBAL, INC.",7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-18,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1635147000.0,1263963000.0,371184000.0,29.36668241079842,NetIncomeLoss,USD,67933000.0,-36978000.0,104911000.0,283.71193682730274,4.154550019050275,-2.925560320990409,7.080110340040684,OperatingIncomeLoss,USD,77468000.0,-39086000.0,116554000.0,198.19884357570484,4.737678019162803,-3.0923373548118103,7.8300153739746134,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-009057,0000317540,"COCA-COLA CONSOLIDATED, INC.",2086,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-18,RevenueFromContractWithCustomerExcludingAssessedTax,USD,7228055000.0,6899716000.0,328339000.0,4.758732098538548,NetIncomeLoss,USD,570582000.0,633125000.0,-62543000.0,-9.878460019743336,7.893990845393401,9.176102320733202,-1.2821114753398004,OperatingIncomeLoss,USD,950656000.0,920350000.0,30306000.0,103.29287770956701,13.152307225111043,13.338954820749144,-0.18664759563810085,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-011226,0001655759,"ARVINAS, INC.",2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,Revenues,USD,262600000.0,263400000.0,-800000.0,-0.30372057706909644,NetIncomeLoss,USD,-80800000.0,-198900000.0,118100000.0,59.376571141277026,-30.76923076923077,-75.5125284738041,44.74329770457332,OperatingIncomeLoss,USD,-118500000.0,-250200000.0,131700000.0,-47.3621103117506,-45.12566641279513,-94.9886104783599,49.86294406556479,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-011709,0000717423,MURPHY OIL CORP,1311,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-25,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2689845000.0,3018598000.0,-328753000.0,-10.890916909108135,NetIncomeLoss,USD,104234000.0,407171000.0,-302937000.0,-74.4004361803763,3.875093174513773,13.488745437451426,-9.613652262937654,OperatingIncomeLoss,USD,301237000.0,602593000.0,-301356000.0,49.99012600544646,11.199046785223684,19.962678037950067,-8.763631252726386,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-012294,0000834365,BIOLIFE SOLUTIONS INC,3845,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerIncludingAssessedTax,USD,96214000.0,74647000.0,21567000.0,28.891984942462525,NetIncomeLoss,USD,-4595000.0,-20184000.0,15589000.0,77.23444312326595,-4.775812251855239,-27.039264806355245,22.263452554500006,OperatingIncomeLoss,USD,-16602000.0,-4477000.0,-12125000.0,-370.82867991958904,-17.255285093645416,-5.997561857810763,-11.257723235834652,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-013231,0001680062,"ACM RESEARCH, INC.",3559,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-02,RevenueFromContractWithCustomerExcludingAssessedTax,USD,901309000.0,782118000.0,119191000.0,15.239516287823577,NetIncomeLoss,USD,94078000.0,103627000.0,-9549000.0,-9.214779931871037,10.437929722215134,13.249535236370983,-2.8116055141558487,OperatingIncomeLoss,USD,109429000.0,150998000.0,-41569000.0,72.47049629796422,12.141119194416122,19.30629393518625,-7.165174740770129,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-013808,0001673743,"HINGE HEALTH, INC.",7374,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,RevenueFromContractWithCustomerExcludingAssessedTax,USD,587860000.0,390404000.0,197456000.0,50.57735064189916,NetIncomeLoss,USD,-528261000.0,-11933000.0,-516328000.0,-4326.891812620464,-89.86170176572654,-3.056577289167119,-86.80512447655941,OperatingIncomeLoss,USD,-546371000.0,-31910000.0,-514461000.0,-1712.2250078345346,-92.94236723029293,-8.17358428704624,-84.76878294324668,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-016491,0001771910,ADC THERAPEUTICS SA,2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-10,Revenues,USD,81357000.0,70837000.0,10520000.0,14.850995948445021,NetIncomeLoss,USD,-142623000.0,-157846000.0,15223000.0,9.644210179542085,-175.30513662008187,-222.82987704165902,47.52474042157715,OperatingIncomeLoss,USD,-121499000.0,-130654000.0,9155000.0,-92.99294319347284,-149.34056073847364,-184.44315823651482,35.10259749804119,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-016765,0001436126,"MISTRAS GROUP, INC.",8711,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-11,RevenueFromContractWithCustomerExcludingAssessedTax,USD,724024000.0,729640000.0,-5616000.0,-0.7696946439339949,NetIncomeLoss,USD,16837000.0,18958000.0,-2121000.0,-11.187889017828885,2.325475398605571,2.59826763883559,-0.272792240230019,OperatingIncomeLoss,USD,40572000.0,39826000.0,746000.0,101.87314819464672,5.60368164591229,5.458308206786908,0.14537343912538192,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
